name,path,channels,sample_width,frame_rate,nframes,duration,size
bear,data/sounds/Bear_50.wav,2.0,1.0,11025.0,21168.0,1.92,4096.0
bear,data/sounds/Bear_6.wav,2.0,1.0,11025.0,22344.0,2.026666666666667,4096.0
bear,data/sounds/Bear_7.wav,2.0,1.0,11025.0,23990.0,2.175963718820862,4096.0
bear,data/sounds/Bear_8.wav,2.0,1.0,11025.0,18816.0,1.7066666666666668,4096.0
bear,data/sounds/Bear_9.wav,2.0,1.0,11025.0,28224.0,2.56,4096.0
cat,data/sounds/Cat_1.wav,1.0,2.0,16000.0,20352.0,1.272,4096.0
cat,data/sounds/Cat_10.wav,1.0,2.0,16000.0,33509.0,2.0943125,4096.0
cat,data/sounds/Cat_11.wav,1.0,2.0,16000.0,24960.0,1.56,4096.0
cat,data/sounds/Cat_12.wav,1.0,2.0,16000.0,30583.0,1.9114375,4096.0
cat,data/sounds/Cat_13.wav,1.0,1.0,8000.0,25120.0,3.14,4096.0
cat,data/sounds/Cat_14.wav,1.0,1.0,11025.0,18104.0,1.6420861678004537,4096.0
cat,data/sounds/Cat_15.wav,1.0,1.0,22050.0,17409.0,0.7895238095238095,4096.0
cat,data/sounds/Cat_16.wav,1.0,1.0,11025.0,18104.0,1.6420861678004537,4096.0
cat,data/sounds/Cat_17.wav,1.0,1.0,11025.0,8768.0,0.7952834467120181,4096.0
cat,data/sounds/Cat_18.wav,1.0,1.0,11025.0,5495.0,0.4984126984126984,4096.0
cat,data/sounds/Cat_19.wav,1.0,1.0,22050.0,13353.0,0.605578231292517,4096.0
cat,data/sounds/Cat_2.wav,1.0,2.0,16000.0,19227.0,1.2016875,4096.0
cat,data/sounds/Cat_20.wav,1.0,1.0,8000.0,7506.0,0.93825,4096.0
cat,data/sounds/Cat_21.wav,1.0,2.0,16000.0,20992.0,1.312,4096.0
cat,data/sounds/Cat_22.wav,1.0,1.0,11025.0,26193.0,2.3757823129251703,4096.0
cat,data/sounds/Cat_23.wav,1.0,2.0,16000.0,20352.0,1.272,4096.0
cat,data/sounds/Cat_24.wav,1.0,2.0,8000.0,30311.0,3.788875,4096.0
cat,data/sounds/Cat_25.wav,1.0,1.0,8000.0,31580.0,3.9475,4096.0
cat,data/sounds/Cat_26.wav,1.0,2.0,22050.0,43635.0,1.9789115646258504,4096.0
cat,data/sounds/Cat_27.wav,1.0,1.0,22050.0,13353.0,0.605578231292517,4096.0
cat,data/sounds/Cat_28.wav,1.0,2.0,22050.0,22052.0,1.000090702947846,4096.0
cat,data/sounds/Cat_29.wav,1.0,1.0,8000.0,14106.0,1.76325,4096.0
cat,data/sounds/Cat_3.wav,1.0,2.0,16000.0,16614.0,1.038375,4096.0
cat,data/sounds/Cat_30.wav,1.0,1.0,11025.0,13284.0,1.2048979591836737,4096.0
cat,data/sounds/Cat_31.wav,1.0,1.0,11025.0,16536.0,1.4998639455782312,4096.0
cat,data/sounds/Cat_32.wav,1.0,1.0,11025.0,19437.0,1.7629931972789117,4096.0
cat,data/sounds/Cat_33.wav,1.0,2.0,22050.0,52890.0,2.398639455782313,4096.0
cat,data/sounds/Cat_34.wav,1.0,2.0,16000.0,32192.0,2.012,4096.0
cat,data/sounds/Cat_35.wav,1.0,1.0,22050.0,19328.0,0.8765532879818594,4096.0
cat,data/sounds/Cat_36.wav,1.0,1.0,22050.0,32014.0,1.4518820861678003,4096.0
cat,data/sounds/Cat_37.wav,1.0,1.0,22050.0,17795.0,0.8070294784580498,4096.0
cat,data/sounds/Cat_38.wav,1.0,2.0,16000.0,18952.0,1.1845,4096.0
cat,data/sounds/Cat_39.wav,1.0,2.0,16000.0,17352.0,1.0845,4096.0
cat,data/sounds/Cat_4.wav,1.0,2.0,16000.0,19867.0,1.2416875,4096.0
cat,data/sounds/Cat_40.wav,1.0,2.0,16000.0,14773.0,0.9233125,4096.0
cat,data/sounds/Cat_41.wav,1.0,2.0,16000.0,18463.0,1.1539375,4096.0
cat,data/sounds/Cat_42.wav,1.0,2.0,16000.0,15752.0,0.9845,4096.0
cat,data/sounds/Cat_43.wav,1.0,2.0,16000.0,17408.0,1.088,4096.0
cat,data/sounds/Cat_44.wav,1.0,2.0,16000.0,15680.0,0.98,4096.0
cat,data/sounds/Cat_45.wav,1.0,2.0,16000.0,17280.0,1.08,4096.0
cat,data/sounds/Cat_46.wav,1.0,2.0,16000.0,17973.0,1.1233125,4096.0
cat,data/sounds/Cat_47.wav,1.0,2.0,16000.0,19968.0,1.248,4096.0
cat,data/sounds/Cat_48.wav,1.0,2.0,16000.0,25344.0,1.584,4096.0
cat,data/sounds/Cat_49.wav,1.0,2.0,16000.0,22152.0,1.3845,4096.0
cat,data/sounds/Cat_5.wav,1.0,2.0,16000.0,15067.0,0.9416875,4096.0
cat,data/sounds/Cat_50.wav,1.0,2.0,16000.0,20063.0,1.2539375,4096.0
cat,data/sounds/Cat_6.wav,1.0,2.0,16000.0,15067.0,0.9416875,4096.0
cat,data/sounds/Cat_7.wav,1.0,2.0,16000.0,15067.0,0.9416875,4096.0
cat,data/sounds/Cat_8.wav,1.0,2.0,16000.0,33728.0,2.108,4096.0
cat,data/sounds/Cat_9.wav,1.0,2.0,16000.0,31104.0,1.944,4096.0
chicken,data/sounds/Chicken_1.wav,1.0,1.0,11025.0,12941.0,1.1737868480725624,4096.0
chicken,data/sounds/Chicken_10.wav,1.0,1.0,11025.0,7467.0,0.6772789115646258,4096.0
chicken,data/sounds/Chicken_11.wav,1.0,1.0,11127.0,24064.0,2.162667385638537,4096.0
chicken,data/sounds/Chicken_12.wav,1.0,1.0,22050.0,21170.0,0.9600907029478458,4096.0
chicken,data/sounds/Chicken_13.wav,1.0,1.0,11025.0,7467.0,0.6772789115646258,4096.0
chicken,data/sounds/Chicken_14.wav,1.0,1.0,11025.0,21146.0,1.918004535147392,4096.0
chicken,data/sounds/Chicken_15.wav,1.0,1.0,8000.0,5420.0,0.6775,4096.0
chicken,data/sounds/Chicken_16.wav,1.0,1.0,8000.0,6944.0,0.868,4096.0
chicken,data/sounds/Chicken_17.wav,1.0,1.0,22000.0,5632.0,0.256,4096.0
chicken,data/sounds/Chicken_18.wav,2.0,1.0,11025.0,84516.0,7.665850340136054,4096.0
chicken,data/sounds/Chicken_19.wav,1.0,1.0,44100.0,39154.0,0.8878458049886622,4096.0
chicken,data/sounds/Chicken_2.wav,1.0,1.0,11025.0,3940.0,0.3573696145124717,4096.0
chicken,data/sounds/Chicken_20.wav,1.0,1.0,11025.0,12793.0,1.1603628117913831,4096.0
chicken,data/sounds/Chicken_21.wav,1.0,1.0,22050.0,36737.0,1.666077097505669,4096.0
chicken,data/sounds/Chicken_22.wav,1.0,1.0,11025.0,9614.0,0.8720181405895692,4096.0
chicken,data/sounds/Chicken_23.wav,2.0,1.0,11025.0,22227.0,2.0160544217687075,4096.0
chicken,data/sounds/Chicken_24.wav,1.0,1.0,8000.0,3993.0,0.499125,4096.0
chicken,data/sounds/Chicken_25.wav,1.0,1.0,11025.0,7467.0,0.6772789115646258,4096.0
chicken,data/sounds/Chicken_26.wav,1.0,1.0,11000.0,24020.0,2.1836363636363636,4096.0
chicken,data/sounds/Chicken_27.wav,2.0,1.0,11025.0,20864.0,1.8924263038548752,4096.0
chicken,data/sounds/Chicken_28.wav,2.0,1.0,11025.0,36736.0,3.332063492063492,4096.0
chicken,data/sounds/Chicken_29.wav,2.0,1.0,11025.0,287136.0,26.04408163265306,4096.0
chicken,data/sounds/Chicken_3.wav,1.0,1.0,11025.0,10008.0,0.9077551020408164,4096.0
chicken,data/sounds/Chicken_30.wav,2.0,1.0,11025.0,107392.0,9.740770975056687,4096.0
chicken,data/sounds/Chicken_31.wav,2.0,1.0,16000.0,868687.0,54.2929375,4096.0
chicken,data/sounds/Chicken_32.wav,1.0,2.0,11025.0,23785.0,2.1573696145124717,4096.0
chicken,data/sounds/Chicken_33.wav,1.0,2.0,8000.0,6946.0,0.86825,4096.0
chicken,data/sounds/Chicken_34.wav,1.0,1.0,22050.0,71411.0,3.23859410430839,4096.0
chicken,data/sounds/Chicken_35.wav,1.0,1.0,22050.0,43990.0,1.9950113378684808,4096.0
chicken,data/sounds/Chicken_36.wav,1.0,1.0,22000.0,14205.0,0.6456818181818181,4096.0
chicken,data/sounds/Chicken_37.wav,2.0,1.0,11025.0,96272.0,8.732154195011338,4096.0
chicken,data/sounds/Chicken_38.wav,1.0,1.0,8000.0,5420.0,0.6775,4096.0
chicken,data/sounds/Chicken_39.wav,1.0,2.0,8000.0,6946.0,0.86825,4096.0
chicken,data/sounds/Chicken_4.wav,2.0,1.0,11025.0,71883.0,6.52,4096.0
chicken,data/sounds/Chicken_40.wav,1.0,1.0,22050.0,6241.0,0.2830385487528344,4096.0
chicken,data/sounds/Chicken_41.wav,1.0,1.0,8000.0,24283.0,3.035375,4096.0
chicken,data/sounds/Chicken_42.wav,1.0,1.0,22050.0,71411.0,3.23859410430839,4096.0
chicken,data/sounds/Chicken_43.wav,1.0,1.0,22000.0,14205.0,0.6456818181818181,4096.0
chicken,data/sounds/Chicken_44.wav,1.0,1.0,22050.0,42413.0,1.9234920634920636,4096.0
chicken,data/sounds/Chicken_45.wav,2.0,1.0,11025.0,88200.0,8.0,4096.0
chicken,data/sounds/Chicken_46.wav,1.0,1.0,22050.0,16940.0,0.7682539682539683,4096.0
chicken,data/sounds/Chicken_47.wav,1.0,1.0,11025.0,13360.0,1.2117913832199547,4096.0
chicken,data/sounds/Chicken_48.wav,1.0,1.0,11025.0,12941.0,1.1737868480725624,4096.0
chicken,data/sounds/Chicken_49.wav,2.0,1.0,11025.0,229246.0,20.79328798185941,4096.0
chicken,data/sounds/Chicken_5.wav,1.0,1.0,11025.0,10008.0,0.9077551020408164,4096.0
chicken,data/sounds/Chicken_50.wav,1.0,1.0,22050.0,39014.0,1.769342403628118,4096.0
chicken,data/sounds/Chicken_6.wav,1.0,1.0,22050.0,40014.0,1.8146938775510204,4096.0
chicken,data/sounds/Chicken_7.wav,1.0,1.0,22050.0,24064.0,1.0913378684807256,4096.0
chicken,data/sounds/Chicken_8.wav,1.0,1.0,22050.0,16940.0,0.7682539682539683,4096.0
chicken,data/sounds/Chicken_9.wav,1.0,1.0,22050.0,71411.0,3.23859410430839,4096.0
cow,data/sounds/Cow_1.wav,1.0,1.0,11025.0,13856.0,1.256780045351474,4096.0
cow,data/sounds/Cow_10.wav,1.0,1.0,11025.0,18751.0,1.7007709750566893,4096.0
cow,data/sounds/Cow_11.wav,1.0,2.0,11025.0,8463.0,0.7676190476190476,4096.0
cow,data/sounds/Cow_12.wav,1.0,1.0,22050.0,35104.0,1.5920181405895693,4096.0
cow,data/sounds/Cow_13.wav,1.0,1.0,11025.0,23273.0,2.110929705215419,4096.0
cow,data/sounds/Cow_14.wav,1.0,1.0,11025.0,11049.0,1.0021768707482994,4096.0
cow,data/sounds/Cow_15.wav,1.0,1.0,22050.0,42943.0,1.9475283446712015,4096.0
cow,data/sounds/Cow_16.wav,1.0,1.0,11025.0,17269.0,1.5663492063492064,4096.0
cow,data/sounds/Cow_17.wav,1.0,1.0,22050.0,35561.0,1.6127437641723357,4096.0
cow,data/sounds/Cow_18.wav,1.0,1.0,44100.0,113490.0,2.573469387755102,4096.0
cow,data/sounds/Cow_19.wav,1.0,2.0,8000.0,18921.0,2.365125,4096.0
cow,data/sounds/Cow_2.wav,1.0,1.0,22050.0,28288.0,1.2829024943310658,4096.0
cow,data/sounds/Cow_20.wav,1.0,2.0,8000.0,16432.0,2.054,4096.0
cow,data/sounds/Cow_21.wav,1.0,1.0,22255.0,45568.0,2.0475398786789487,4096.0
cow,data/sounds/Cow_22.wav,1.0,1.0,22050.0,25331.0,1.148798185941043,4096.0
cow,data/sounds/Cow_23.wav,1.0,2.0,8000.0,12574.0,1.57175,4096.0
cow,data/sounds/Cow_24.wav,1.0,1.0,11025.0,49302.0,4.471836734693878,4096.0
cow,data/sounds/Cow_25.wav,1.0,1.0,8000.0,15705.0,1.963125,4096.0
cow,data/sounds/Cow_26.wav,1.0,1.0,11025.0,17958.0,1.628843537414966,4096.0
cow,data/sounds/Cow_27.wav,1.0,2.0,8000.0,10758.0,1.34475,4096.0
cow,data/sounds/Cow_28.wav,1.0,2.0,8000.0,15996.0,1.9995,4096.0
cow,data/sounds/Cow_29.wav,1.0,1.0,22050.0,38577.0,1.7495238095238097,4096.0
cow,data/sounds/Cow_3.wav,1.0,1.0,11025.0,21633.0,1.9621768707482992,4096.0
cow,data/sounds/Cow_30.wav,1.0,1.0,11025.0,16374.0,1.4851700680272109,4096.0
cow,data/sounds/Cow_31.wav,1.0,1.0,22050.0,30249.0,1.3718367346938776,4096.0
cow,data/sounds/Cow_32.wav,1.0,1.0,8000.0,37131.0,4.641375,4096.0
cow,data/sounds/Cow_33.wav,1.0,1.0,8000.0,16888.0,2.111,4096.0
cow,data/sounds/Cow_34.wav,1.0,1.0,22050.0,39040.0,1.7705215419501137,4096.0
cow,data/sounds/Cow_35.wav,1.0,1.0,11025.0,23009.0,2.086984126984127,4096.0
cow,data/sounds/Cow_36.wav,1.0,2.0,8000.0,18301.0,2.287625,4096.0
cow,data/sounds/Cow_37.wav,1.0,2.0,11025.0,8463.0,0.7676190476190476,4096.0
cow,data/sounds/Cow_38.wav,1.0,1.0,8000.0,12799.0,1.599875,4096.0
cow,data/sounds/Cow_39.wav,2.0,2.0,16000.0,30964.0,1.93525,4096.0
cow,data/sounds/Cow_4.wav,1.0,1.0,11025.0,23009.0,2.086984126984127,4096.0
cow,data/sounds/Cow_40.wav,1.0,1.0,22050.0,50828.0,2.305124716553288,4096.0
cow,data/sounds/Cow_41.wav,1.0,1.0,22050.0,37312.0,1.692154195011338,4096.0
cow,data/sounds/Cow_42.wav,1.0,1.0,22050.0,37312.0,1.692154195011338,4096.0
cow,data/sounds/Cow_43.wav,1.0,1.0,22050.0,34048.0,1.5441269841269842,4096.0
cow,data/sounds/Cow_44.wav,1.0,1.0,22050.0,28928.0,1.3119274376417234,4096.0
cow,data/sounds/Cow_45.wav,1.0,1.0,11025.0,16206.0,1.4699319727891156,4096.0
cow,data/sounds/Cow_46.wav,1.0,2.0,8000.0,18301.0,2.287625,4096.0
cow,data/sounds/Cow_47.wav,1.0,2.0,8000.0,13132.0,1.6415,4096.0
cow,data/sounds/Cow_48.wav,1.0,1.0,22050.0,49076.0,2.2256689342403626,4096.0
cow,data/sounds/Cow_49.wav,1.0,2.0,8012.0,11914.0,1.4870194707938094,4096.0
cow,data/sounds/Cow_5.wav,1.0,1.0,22050.0,45094.0,2.0450793650793653,4096.0
cow,data/sounds/Cow_50.wav,1.0,2.0,8000.0,36779.0,4.597375,4096.0
cow,data/sounds/Cow_6.wav,1.0,1.0,11025.0,24616.0,2.232743764172336,4096.0
cow,data/sounds/Cow_7.wav,1.0,1.0,11025.0,22912.0,2.078185941043084,4096.0
cow,data/sounds/Cow_8.wav,2.0,2.0,11025.0,17494.0,1.5867573696145123,4096.0
cow,data/sounds/Cow_9.wav,1.0,1.0,11025.0,51215.0,4.6453514739229025,4096.0
dog,data/sounds/Dog_1.wav,1.0,2.0,16000.0,39915.0,2.4946875,4096.0
dog,data/sounds/Dog_10.wav,1.0,1.0,11025.0,16239.0,1.4729251700680273,4096.0
dog,data/sounds/Dog_11.wav,1.0,1.0,22050.0,25636.0,1.1626303854875284,4096.0
dog,data/sounds/Dog_12.wav,1.0,2.0,16000.0,29665.0,1.8540625,4096.0
dog,data/sounds/Dog_13.wav,1.0,1.0,11025.0,6650.0,0.6031746031746031,4096.0
dog,data/sounds/Dog_14.wav,1.0,1.0,22050.0,13301.0,0.6032199546485261,4096.0
dog,data/sounds/Dog_15.wav,1.0,1.0,22050.0,67181.0,3.0467573696145123,4096.0
dog,data/sounds/Dog_16.wav,1.0,1.0,22050.0,53068.0,2.4067120181405897,4096.0
dog,data/sounds/Dog_17.wav,1.0,1.0,22000.0,39936.0,1.8152727272727271,4096.0
dog,data/sounds/Dog_18.wav,1.0,1.0,11025.0,3577.0,0.3244444444444444,4096.0
dog,data/sounds/Dog_19.wav,1.0,1.0,22050.0,17752.0,0.8050793650793651,4096.0
dog,data/sounds/Dog_2.wav,1.0,1.0,11025.0,15602.0,1.415147392290249,4096.0
dog,data/sounds/Dog_20.wav,1.0,2.0,16000.0,34994.0,2.187125,4096.0
dog,data/sounds/Dog_21.wav,1.0,2.0,11025.0,8308.0,0.7535600907029478,4096.0
dog,data/sounds/Dog_22.wav,1.0,1.0,22050.0,5884.0,0.2668480725623582,4096.0
dog,data/sounds/Dog_23.wav,1.0,2.0,16000.0,34599.0,2.1624375,4096.0
dog,data/sounds/Dog_24.wav,1.0,1.0,11025.0,6644.0,0.6026303854875283,4096.0
dog,data/sounds/Dog_25.wav,1.0,1.0,11025.0,8576.0,0.7778684807256235,4096.0
dog,data/sounds/Dog_26.wav,1.0,1.0,11025.0,14896.0,1.3511111111111112,4096.0
dog,data/sounds/Dog_27.wav,1.0,2.0,11025.0,44478.0,4.034285714285715,4096.0
dog,data/sounds/Dog_28.wav,1.0,2.0,11025.0,28657.0,2.5992743764172337,4096.0
dog,data/sounds/Dog_29.wav,1.0,2.0,16000.0,31574.0,1.973375,4096.0
dog,data/sounds/Dog_3.wav,1.0,1.0,22050.0,20713.0,0.9393650793650794,4096.0
dog,data/sounds/Dog_30.wav,1.0,2.0,16000.0,34391.0,2.1494375,4096.0
dog,data/sounds/Dog_31.wav,1.0,2.0,16000.0,30824.0,1.9265,4096.0
dog,data/sounds/Dog_32.wav,1.0,2.0,16000.0,35924.0,2.24525,4096.0
dog,data/sounds/Dog_33.wav,1.0,2.0,16000.0,37037.0,2.3148125,4096.0
dog,data/sounds/Dog_34.wav,1.0,2.0,16000.0,21144.0,1.3215,4096.0
dog,data/sounds/Dog_35.wav,1.0,2.0,16000.0,36044.0,2.25275,4096.0
dog,data/sounds/Dog_36.wav,1.0,2.0,16000.0,30038.0,1.877375,4096.0
dog,data/sounds/Dog_37.wav,1.0,2.0,16000.0,31774.0,1.985875,4096.0
dog,data/sounds/Dog_38.wav,1.0,2.0,16000.0,16251.0,1.0156875,4096.0
dog,data/sounds/Dog_39.wav,1.0,2.0,16000.0,37317.0,2.3323125,4096.0
dog,data/sounds/Dog_4.wav,1.0,1.0,22050.0,13301.0,0.6032199546485261,4096.0
dog,data/sounds/Dog_40.wav,1.0,2.0,16000.0,30866.0,1.929125,4096.0
